dish_id,ingredients_json,n_ingredients,cook_method,total_grams,calories_approx,protein_g_approx
perkedel,"[{""name"": ""potato"", ""grams"": 200}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 50}]",7,deep_fry,345.0,450,12.0
bndnerfleisch,"[{""name"": ""beef"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""garlic"", ""grams"": 3}]",4,air_dry,110.0,180,22.0
sara_udon,"[{""name"": ""rice_noodle"", ""grams"": 200}, {""name"": ""cabbage"", ""grams"": 80}, {""name"": ""bean_sprout"", ""grams"": 50}, {""name"": ""squid"", ""grams"": 60}, {""name"": ""shrimp"", ""grams"": 60}, {""name"": ""pork"", ""grams"": 70}, {""name"": ""fish"", ""grams"": 40}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""vegetable_oil"", ""grams"": 20}]",9,fry,595.0,680,38.0
katsuobushi,"[{""name"": ""tuna"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 10}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sugar"", ""grams"": 5}]",4,ferment,230.0,280,45.0
aa_na_tigela,"[{""name"": ""banana"", ""grams"": 100}, {""name"": ""yogurt"", ""grams"": 150}, {""name"": ""honey"", ""grams"": 20}, {""name"": ""oats"", ""grams"": 30}, {""name"": ""almond"", ""grams"": 10}]",5,no_cook,310.0,450,25.0
beijinho,"[{""name"": ""coconut"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""milk"", ""grams"": 200}]",3,no_cook,280.0,420,8.0
pie_tee,"[{""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""egg"", ""grams"": 25}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""shrimp"", ""grams"": 40}, {""name"": ""carrot"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sugar"", ""grams"": 8}]",10,fry,208.0,320,18.0
cajuzinho,"[{""name"": ""peanut"", ""grams"": 50}, {""name"": ""cashew"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""chocolate"", ""grams"": 20}]",4,no_cook,140.0,680,12.0
puntas,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""chili"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 60}, {""name"": ""garlic"", ""grams"": 15}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""cumin"", ""grams"": 3}]",9,braise,455.0,520,32.0
morkovcha,"[{""name"": ""carrot"", ""grams"": 200}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""coriander"", ""grams"": 2}, {""name"": ""vinegar"", ""grams"": 15}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""pepper"", ""grams"": 1}, {""name"": ""sesame_seed"", ""grams"": 5}]",10,no_cook,311.0,280,3.0
sekoteng,"[{""name"": ""ginger"", ""grams"": 20}, {""name"": ""peanut"", ""grams"": 30}, {""name"": ""bread"", ""grams"": 40}, {""name"": ""sugar"", ""grams"": 25}, {""name"": ""coconut_milk"", ""grams"": 150}]",5,boil,465.0,380,9.0
tripas,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""cumin"", ""grams"": 3}, {""name"": ""vegetable_oil"", ""grams"": 15}]",8,grill,290.0,650,50.0
creme_de_papaya,"[{""name"": ""vanilla"", ""grams"": 5}, {""name"": ""cream"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 30}]",3,no_cook,335.0,320,3.0
curau,"[{""name"": ""corn"", ""grams"": 200}, {""name"": ""milk"", ""grams"": 300}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""coconut_milk"", ""grams"": 100}]",4,boil,652.0,520,14.0
butter_pecan,"[{""name"": ""butter"", ""grams"": 50}, {""name"": ""walnut"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""vanilla"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 1}]",5,saute,126.0,650,4.0
bresaola,"[{""name"": ""beef"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""garlic"", ""grams"": 3}]",4,air_dry,110.0,180,22.0
olho_de_sogra,"[{""name"": ""sugar"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""coconut"", ""grams"": 40}]",4,no_cook,220.0,850,6.0
huaian_pingqiao_tofu,"[{""name"": ""tofu"", ""grams"": 150}, {""name"": ""shrimp"", ""grams"": 80}, {""name"": ""chicken"", ""grams"": 70}, {""name"": ""mushroom"", ""grams"": 50}, {""name"": ""bamboo_shoot"", ""grams"": 40}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""corn"", ""grams"": 30}]",10,braise,465.0,420,38.0
fruit_hat,"[{""name"": ""butter"", ""grams"": 50}, {""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 60}, {""name"": ""apple"", ""grams"": 80}, {""name"": ""lemon"", ""grams"": 10}]",6,steam,350.0,520,12.0
burmese_fried_rice,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 20}]",8,fry,292.0,420,18.0
bai_pong_moan,"[{""name"": ""egg"", ""grams"": 100}, {""name"": ""rice"", ""grams"": 150}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""fish_sauce"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}]",6,fry,282.0,420,18.0
rice_pudding,"[{""name"": ""rice"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""vanilla"", ""grams"": 5}]",4,boil,277.0,320,8.0
queijadinha,"[{""name"": ""coconut"", ""grams"": 100}, {""name"": ""cheese"", ""grams"": 80}, {""name"": ""sugar"", ""grams"": 60}, {""name"": ""butter"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""wheat_flour"", ""grams"": 30}]",6,bake,360.0,520,15.0
varci,"[{""name"": ""pork"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",3,fry,307.0,1200,35.0
meso_z_tiblice,"[{""name"": ""pork"", ""grams"": 200}, {""name"": ""garlic"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 10}]",3,ferment,225.0,350,22.0
ganci,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""corn"", ""grams"": 50}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}]",4,boil,167.0,420,8.0
picnic_biscuit,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 60}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 25}, {""name"": ""vanilla"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}]",6,bake,232.0,950,12.0
bagiya,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""zucchini"", ""grams"": 60}, {""name"": ""carrot"", ""grams"": 40}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""coconut"", ""grams"": 20}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 10}]",8,steam,277.0,320,5.0
nankhatai,"[{""name"": ""wheat_flour"", ""grams"": 80}, {""name"": ""chickpea"", ""grams"": 40}, {""name"": ""butter"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 40}]",4,bake,212.0,850,12.0
moravian_spice_cookies,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 60}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""ginger"", ""grams"": 1}, {""name"": ""egg"", ""grams"": 25}]",5,bake,280.0,1050,12.0
matev,"[{""name"": ""black_bean"", ""grams"": 200}, {""name"": ""potato"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 10}]",7,boil,350.0,450,18.0
fishermans_soup,"[{""name"": ""fish"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""potato"", ""grams"": 100}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""olive_oil"", ""grams"": 15}]",8,boil,443.0,320,22.0
concave_cake,"[{""name"": ""egg"", ""grams"": 100}, {""name"": ""honey"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""wheat_flour"", ""grams"": 80}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""chocolate"", ""grams"": 60}]",6,bake,360.0,850,18.0
khanom_sai_bua,"[{""name"": ""rice"", ""grams"": 50}, {""name"": ""coconut_milk"", ""grams"": 100}, {""name"": ""coconut"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 25}, {""name"": ""salt"", ""grams"": 2}]",5,steam,207.0,280,3.0
huff_paste,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}]",3,bake,425.0,1450,20.0
croline,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 70}, {""name"": ""ground_beef"", ""grams"": 80}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}, {""name"": ""egg"", ""grams"": 50}]",8,bake,353.0,520,22.0
wensleydale_cheese,"[{""name"": ""cheese"", ""grams"": 200}, {""name"": ""honey"", ""grams"": 15}, {""name"": ""bread"", ""grams"": 50}]",3,no_cook,265.0,850,45.0
kue_makmur,"[{""name"": ""almond"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 80}, {""name"": ""wheat_flour"", ""grams"": 120}, {""name"": ""sugar"", ""grams"": 60}]",4,bake,360.0,520,12.0
frittella,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""lemon"", ""grams"": 10}]",6,deep_fry,450.0,600,15.0
galletas_pesquera,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 50}, {""name"": ""egg"", ""grams"": 25}, {""name"": ""salt"", ""grams"": 2}]",5,bake,207.0,850,12.0
grahova_pretepena_juha,"[{""name"": ""bean_sprout"", ""grams"": 100}, {""name"": ""milk"", ""grams"": 150}, {""name"": ""cream"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""carrot"", ""grams"": 50}, {""name"": ""celery"", ""grams"": 30}, {""name"": ""potato"", ""grams"": 70}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",9,boil,507.0,320,12.0
nori,"[{""name"": ""sesame_seed"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 1}, {""name"": ""sesame_oil"", ""grams"": 1}]",3,no_cook,9.0,15,2.0
inipit,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""milk"", ""grams"": 60}, {""name"": ""butter"", ""grams"": 40}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""potato"", ""grams"": 80}, {""name"": ""egg"", ""grams"": 20}]",6,bake,330.0,520,12.0
bnh_b,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""coconut_milk"", ""grams"": 100}]",3,steam,435.0,650,8.0
masan,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""cheese"", ""grams"": 60}, {""name"": ""butter"", ""grams"": 40}, {""name"": ""sugar"", ""grams"": 30}]",4,bake,250.0,520,12.0
chestnut_pie,"[{""name"": ""wheat_flour"", ""grams"": 120}, {""name"": ""butter"", ""grams"": 70}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""walnut"", ""grams"": 40}, {""name"": ""honey"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}]",6,bake,282.0,420,7.0
paticada,"[{""name"": ""beef"", ""grams"": 250}, {""name"": ""onion"", ""grams"": 80}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""carrot"", ""grams"": 50}, {""name"": ""celery"", ""grams"": 30}, {""name"": ""tomato_sauce"", ""grams"": 100}, {""name"": ""honey"", ""grams"": 20}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""olive_oil"", ""grams"": 15}]",9,braise,599.0,520,38.0
rujak_shanghai,"[{""name"": ""squid"", ""grams"": 100}, {""name"": ""cucumber"", ""grams"": 80}, {""name"": ""spinach"", ""grams"": 50}, {""name"": ""pineapple"", ""grams"": 70}, {""name"": ""peanut"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""vinegar"", ""grams"": 20}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 5}]",9,boil,380.0,320,22.0
lemon_ice_box_pie,"[{""name"": ""lemon"", ""grams"": 60}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 150}, {""name"": ""butter"", ""grams"": 85}, {""name"": ""wheat_flour"", ""grams"": 120}, {""name"": ""cream"", ""grams"": 200}]",6,no_cook,715.0,1250,18.0
aspic,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""carrot"", ""grams"": 30}, {""name"": ""celery"", ""grams"": 20}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vinegar"", ""grams"": 15}]",9,boil,382.0,320,35.0
lanttusupikas,"[{""name"": ""wheat_flour"", ""grams"": 120}, {""name"": ""butter"", ""grams"": 80}, {""name"": ""pork"", ""grams"": 150}, {""name"": ""cabbage"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}]",7,bake,505.0,650,30.0
zagorski_trukli,"[{""name"": ""wheat_flour"", ""grams"": 60}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""egg"", ""grams"": 30}, {""name"": ""milk"", ""grams"": 20}, {""name"": ""cheese"", ""grams"": 60}, {""name"": ""cream"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 1}]",7,bake,211.0,620,23.0
kisra,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 3}]",2,ferment,353.0,520,16.0
asham,"[{""name"": ""corn"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""coconut"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 2}]",4,roast,282.0,850,12.0
dombolo,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sugar"", ""grams"": 10}]",3,steam,342.0,700,18.0
rwena_bread,"[{""name"": ""potato"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sugar"", ""grams"": 10}]",4,bake,615.0,1200,25.0
coconut_drop,"[{""name"": ""coconut"", ""grams"": 100}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""sugar"", ""grams"": 40}]",3,no_cook,150.0,350,2.0
wagafi_bread,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}]",2,bake,330.0,700,20.0
bifana,"[{""name"": ""pork"", ""grams"": 120}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""vinegar"", ""grams"": 15}, {""name"": ""bread"", ""grams"": 80}, {""name"": ""olive_oil"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",7,saute,238.0,420,28.0
doodhpak,"[{""name"": ""milk"", ""grams"": 300}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""rice"", ""grams"": 30}, {""name"": ""almond"", ""grams"": 15}, {""name"": ""cashew"", ""grams"": 10}, {""name"": ""butter"", ""grams"": 10}]",6,boil,406.5,420,12.0
krofne,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""chocolate"", ""grams"": 40}]",7,deep_fry,450.0,650,15.0
rojes,"[{""name"": ""pork"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""olive_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",6,fry,417.0,550,35.0
funkaso,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""vegetable_oil"", ""grams"": 30}, {""name"": ""honey"", ""grams"": 20}]",4,deep_fry,373.0,850,18.0
stew_peas,"[{""name"": ""coconut_milk"", ""grams"": 200}, {""name"": ""black_bean"", ""grams"": 150}, {""name"": ""pork"", ""grams"": 100}, {""name"": ""beef"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 15}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}]",8,braise,645.0,850,45.0
po_de_mafra,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 15}]",3,bake,427.0,950,25.0
xarm,"[{""name"": ""corn"", ""grams"": 120}, {""name"": ""pork"", ""grams"": 60}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 3}]",6,boil,398.0,420,32.0
cebolada,"[{""name"": ""onion"", ""grams"": 300}, {""name"": ""tomato"", ""grams"": 150}, {""name"": ""garlic"", ""grams"": 20}, {""name"": ""olive_oil"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vinegar"", ""grams"": 15}]",7,braise,522.0,320,6.0
repostera,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 115}, {""name"": ""sugar"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""vanilla"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}]",6,bake,482.0,1850,22.0
hot_water_crust_pastry,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 75}, {""name"": ""salt"", ""grams"": 5}]",3,bake,380.0,1100,15.0
palianytsia,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sugar"", ""grams"": 10}]",3,bake,502.0,1050,32.0
akkawi,"[{""name"": ""cheese"", ""grams"": 100}, {""name"": ""milk"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""apple"", ""grams"": 50}]",4,no_cook,205.0,320,18.0
milk_roll,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""milk"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 20}]",5,bake,447.0,1050,28.0
turo,"[{""name"": ""milk"", ""grams"": 1000}, {""name"": ""salt"", ""grams"": 10}, {""name"": ""cheese"", ""grams"": 200}]",3,ferment,1210.0,650,45.0
yurla,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 2}]",3,bake,332.0,980,18.0
halva,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 50}, {""name"": ""vegetable_oil"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 120}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""turmeric"", ""grams"": 2}]",6,saute,402.0,1450,12.0
ayam_pansuh,"[{""name"": ""chicken"", ""grams"": 200}, {""name"": ""bamboo_shoot"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}]",8,steam,310.0,320,35.0
carpetbag_steak,"[{""name"": ""beef"", ""grams"": 250}, {""name"": ""oyster_sauce"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""garlic"", ""grams"": 10}]",6,grill,315.0,520,42.0
sopa_de_cacahuete,"[{""name"": ""peanut"", ""grams"": 80}, {""name"": ""chicken"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 60}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""vegetable_oil"", ""grams"": 15}]",8,boil,323.0,450,25.0
caruru,"[{""name"": ""onion"", ""grams"": 100}, {""name"": ""shrimp"", ""grams"": 150}, {""name"": ""palm_oil"", ""grams"": 30}, {""name"": ""peanut"", ""grams"": 40}, {""name"": ""cashew"", ""grams"": 30}, {""name"": ""tomato"", ""grams"": 80}, {""name"": ""garlic"", ""grams"": 10}]",7,braise,640.0,520,32.0
fish_ball,"[{""name"": ""fish"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""corn"", ""grams"": 20}]",7,deep_fry,253.0,380,28.0
pav,"[{""name"": ""bread"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""cream"", ""grams"": 50}, {""name"": ""vanilla"", ""grams"": 5}]",5,no_cook,235.0,450,10.0
caponata,"[{""name"": ""eggplant"", ""grams"": 150}, {""name"": ""olive_oil"", ""grams"": 20}, {""name"": ""tomato_sauce"", ""grams"": 80}, {""name"": ""celery"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""vinegar"", ""grams"": 15}, {""name"": ""sugar"", ""grams"": 10}]",7,saute,375.0,280,5.0
